종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"027050","코리아나","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"40000000","500","20000000000","원(KRW)","유학수","02  -580 -8522","충청남도 천안시 서북구 성거읍 삼곡2길 6 "
"290510","코리아센터","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"76200637","100","7666983700","원(KRW)","김기록","02-2026-2300","서울특별시 금천구 가산디지털1로 168 A동 1401호 &nbsp"
"007810","코리아써키트","KOSPI",,,"032602","전자부품 제조업","12",,"23620751","500","13684570000","원(KRW)","장세준","031-491-3061","경기도 안산시 단원구  강촌로139번길 9 "
"190650","코리아에셋투자증권","KOSDAQ","중견기업부",,"116409","기타 금융업","03",,"6388000","5000","31940000000","원(KRW)","기동호, 김은섭","02-550-6200","서울특별시 영등포구 여의나루로 57 &nbsp"
"101670","코리아에스이","KOSDAQ","벤처기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"18900000","200","3780000000","원(KRW)","남홍기","031-466-4822","경기도 광주시  오포읍 오포안로 46-10 "
"123410","코리아에프티","KOSDAQ","우량기업부",,"033003","자동차 신품 부품 제조업","12",,"27841064","100","2784106400","원(KRW)","오원석, 김재산(각자 대표이사)","070-7093-1500","경기도 안성시 원곡면 섬바위길 23 "
"003690","코리안리","KOSPI",,,"116502","재 보험업","12",,"120369116","500","60184558000","원(KRW)","원종규","02-3702-6000","서울특별시 종로구  종로5길 68 (수송동) 코리안리빌딩"
"036690","코맥스","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"14991767","500","7495883500","원(KRW)","변봉덕, 변우석(공동 대표이사)","031-739-3564","경기도 성남시 중원구 둔촌대로 494 "
"049430","코메론","KOSDAQ","우량기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"9048000","500","4524000000","원(KRW)","강동헌","051 -290 -3100","부산광역시 사하구 장평로 73 (주)코메론"
"183300","코미코","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10002266","500","5001133000","원(KRW)","최용하","031-8056-5800","경기도 안성시 모산로 8 "
"041960","코미팜","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"64185876","100","6418587600","원(KRW)","양용진, 문성철(각자 대표이사)","031-498-6104","경기도 시흥시  경제로 17 "
"089890","코세스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"16584962","500","8425981000","원(KRW)","박명순","032-662-2224","경기도 부천시 오정구  산업로 62 "
"009730","코센","KOSDAQ","투자주의환기종목(소속부없음)",,"032401","1차 철강 제조업","12",,"29170165","500","14585082500","원(KRW)","김택환","02-598-5133","전라북도 부안군  행안면 부안농공단지길 29 "
"189350","코셋","KONEX","일반기업부",,"032604","통신 및 방송 장비 제조업","12","IBK증권","4000000","500","2000000000","원(KRW)","오치형, 주관종","062-975-8811","광주광역시 북구  첨단벤처로60번길 39 "
"082660","코스나인","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"30387071","500","15193535500","원(KRW)","백광열","02-6203-9742","경기도 김포시 양촌읍 학운산단2로 27 (주)코스나인"
"192820","코스맥스","KOSPI",,,"032004","기타 화학제품 제조업","12",,"10049509","500","5024754500","원(KRW)","최  경, 이병만","031-359-0300","경기도 화성시  향남읍 제약공단1길 27, 2길 46 "
"044820","코스맥스비티아이","KOSPI",,,"116409","기타 금융업","12",,"9603921","500","4801960500","원(KRW)","이완경, 이병주","031-789-3000","경기도 성남시 분당구 판교로 255 에프-801(삼평동,판교이노밸리)"
"222040","코스맥스엔비티","KOSDAQ","중견기업부",,"031007","기타 식품 제조업","12",,"20628000","500","10314000000","원(KRW)","윤원일","02-3474-8527","서울특별시 강남구 테헤란로 145 우신빌딩 10층 "
"241710","코스메카코리아","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"10680000","500","5340000000","원(KRW)","조임래, 박은희 (공동대표)","043-531-2293","충청북도 음성군 대소면 대금로 196번길 17-12 "
"005070","코스모신소재","KOSPI",,,"032004","기타 화학제품 제조업","12",,"29247965","1000","29247965000","원(KRW)","홍동환","043-850-1114","충청북도 충주시 충주호수로 36 (목행동) 코스모신소재 주식회사"
"005420","코스모화학","KOSPI",,,"032004","기타 화학제품 제조업","12",,"26110825","1000","26110825000","원(KRW)","안성덕","052-231-6700","서울특별시 서초구  반포대로 43 코스모빌딩 5층"
"069110","코스온","KOSDAQ","관리종목(소속부없음)",,"032004","기타 화학제품 제조업","12",,"23607024","500","11803512000","원(KRW)","이동건","02-3454-0276","서울특별시 강남구 영동대로 333 8층(대치동,동원빌딩)"
"071950","코아스","KOSPI",,,"033201","가구 제조업","12",,"30907210","500","15453605000","원(KRW)","노재근","02-2692-2360","서울특별시 영등포구 선유로52길 17 "
"166480","코아스템","KOSDAQ","기술성장기업부","기술성장기업","032102","의약품 제조업","12",,"15717440","500","7858720000","원(KRW)","김경숙","02-497-3711","경기도 성남시 분당구 판교로255번길 24 (삼평동)"
"045970","코아시아","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"26314876","500","13157438000","원(KRW)","이희준,위종묵(각자 대표이사)","02-6985-6099","인천광역시 남동구  남동서로 193 (주)비에스이홀딩스"
"029960","코엔텍","KOSDAQ","우량기업부",,"053802","폐기물 처리업","12",,"50000000","500","25000000000","원(KRW)","이민석","(052)228-7300","울산 남구 용잠동 산 157 "
"002020","코오롱","KOSPI",,,"116409","기타 금융업","12",,"12626426","5000","68514080000","원(KRW)","유석진","02-3677-3114","경기 과천시 별양동 1-23 코오롱타워"
"003070","코오롱글로벌","KOSPI",,,"064102","토목 건설업","12",,"25210438","5000","127616205000","원(KRW)","윤창운","032-420-9111","경기도 과천시 코오롱로 11 코오롱타워"
"144620","코오롱머티리얼","KOSPI",,,"032005","화학섬유 제조업","12",,"68658635","1000","68658635000","원(KRW)","대표이사 전무 김철수","02-3677-4286","경기도 과천시 코오롱로 11 코오롱타워 본관 8층"
"102940","코오롱생명과학","KOSDAQ","중견기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"11412356","500","5706178000","원(KRW)","이우석, 박문희","02-3677-4151","서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 "
"120110","코오롱인더","KOSPI",,,"032005","화학섬유 제조업","12",,"26978840","5000","148733500000","원(KRW)","장희구","3677-3114","서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워 "
"950160","코오롱티슈진","KOSDAQ","투자주의환기종목(소속부없음)",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"61117550","0","0","미국달러(USD)","노문종, 한성수","1-301-921-6000","Rockville, MD, USA 9713 Key West Ave Suite 300 "
"138490","코오롱플라스틱","KOSPI",,,"032002","합성고무 및 플라스틱 물질 제조업","12",,"38000000","1000","38000000000","원(KRW)","방민수","054-420-8371","경상북도 김천시  공단3길 64 (응명동)"
"021240","코웨이","KOSPI",,,"199609","그외 기타 개인 서비스업","12",,"73799619","500","40662398000","원(KRW)","이해선, 서장원","041-850-7811-5","충청남도 공주시 유구읍 유구마곡사로 136-23 "
"033290","코웰패션","KOSDAQ","우량기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"88500234","500","46532198500","원(KRW)","최용석, 임종민","031 -217 -2500","경기 수원시 팔달구 원천동 381 "
"056360","코위버","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"9796800","500","4898400000","원(KRW)","황인환","(02)3140-3300","서울특별시 강서구 마곡중앙8로7길 45 (마곡동) "
"282880","코윈테크","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"9251492","500","4625746000","원(KRW)","이재환","041-547-2131","충청남도 아산시 둔포면 아산밸리동로 254 "
"121850","코이즈","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"15411517","500","7705758500","원(KRW)","조재형","070-8255-6400","충청북도 충주시  대소원면 첨단산업로 146 코이즈"
"015710","코콤","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"17530500","500","8765250000","원(KRW)","고성욱","02  -6675-2135","서울 강서구 염창동 260-7 "
"052330","코텍","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"15574552","500","7787276000","원(KRW)","김영달","032-860-3000","인천광역시 연수구 벤처로24번길 26 "
"322780","코퍼스코리아","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"34305674","100","3430567400","원(KRW)","오영섭","02-369-3974","서울특별시 강남구 영동대로 708 1102호 (청담동, 정화빌딩)"
"126600","코프라","KOSDAQ","우량기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"21115634","500","10557817000","원(KRW)","한상용","031-499-2195","경기도 화성시  장안면 상두원길 142 "
"200130","콜마비앤에이치","KOSDAQ","우량기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"29543558","500","14771779000","원(KRW)","정화영,윤여원 (공동 대표이사)","02-2286-3223","대전광역시 유성구 테크노3로 22 -"
"031820","콤텍시스템","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"67851466","500","33925733000","원(KRW)","권창완 집행임원","02-3289-0114","서울특별시 영등포구  가마산로 343 "
"192400","쿠쿠홀딩스","KOSPI",,,"116409","기타 금융업","12",,"7112437","500","3556218500","원(KRW)","구본학","055-380-0734","경상남도 양산시 유산공단2길 14(교동) "
"284740","쿠쿠홈시스","KOSPI",,,"147602","개인 및 가정용품 임대업","12",,"22437330","100","2243733000","원(KRW)","구본학","055-380-0734","경기도 시흥시 엠티브이북로 349(정왕동) "
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","기술성장기업","032701","의료용 기기 제조업","12",,"14654924","500","7327462000","원(KRW)","권성훈","02-6947-7605","서울특별시 종로구 대학로 71 서울대학교병원 의학연구혁신센터 지하1층 105호-109호"
"060280","큐렉소","KOSDAQ","중견기업부",,"074708","기타 상품 전문 소매업","12",,"33437417","500","16718708500","원(KRW)","이재준","031-478-0660","서울특별시 서초구  강남대로 577 잠원동, 4층"
"015590","큐로","KOSPI",,,"032901","일반 목적용 기계 제조업","12",,"227211638","500","113605819000","원(KRW)","서상훈","052-278-9000","울산광역시 남구  처용로 260-37 "
"040350","큐로컴","KOSDAQ","벤처기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"119466889","500","59733444500","원(KRW)","조중기","02-2141-3000","서울특별시 강남구  테헤란로77길 7 (삼성동, 동원빌딩 4층)"
"051780","큐로홀딩스","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"120600795","500","60300397500","원(KRW)","조중기","02-2141-3000","서울특별시 강남구  테헤란로77길 7 (삼성동,동원빌딩4층)"
"115180","큐리언트","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"8843589","500","4421794500","원(KRW)","남기연","031-8060-1600","경기도 성남시 분당구 판교로 242, C동 8층 "
"043090","큐브앤컴퍼니","KOSDAQ","관리종목(소속부없음)",,"074607","기타 전문 도매업","12",,"32590313","500","16295156500","원(KRW)","정재헌","02-569-7610","서울특별시 금천구 디지털로9길 41 삼성아이티해링턴타워 16층 "
"182360","큐브엔터","KOSDAQ","중견기업부",,"105902","오디오물 출판 및 원판 녹음업","12",,"34518838","100","3451883800","원(KRW)","강승곤, 안우형","02-3445-1045","서울특별시 성동구 아차산로 83 - "
"066310","큐에스아이","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"8278230","500","4139115000","원(KRW)","이청대","041-410-5000","충청남도 천안시 서북구  성거읍 천흥8길 17 "
"136660","큐엠씨","KONEX","일반기업부",,"032902","특수 목적용 기계 제조업","12","하나금융투자","9443800","500","4721900000","원(KRW)","유병소","031-427-0710","경기도 안양시 동안구 부림로170번길 41-8(관양동) "
"016600","큐캐피탈","KOSDAQ","중견기업부",,"116409","기타 금융업","12",,"167901923","500","83950961500","원(KRW)","황희연","02-538-2411","서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워) "
"264900","크라운제과","KOSPI",,,"031007","기타 식품 제조업","12",,"12523850","200","2659482000","원(KRW)","윤석빈","02-791-9123","서울특별시 용산구 한강대로72길 3(남영동) "
"005740","크라운해태홀딩스","KOSPI",,,"116409","기타 금융업","12",,"14847347","500","7724036500","원(KRW)","윤석빈","02-791-9123","서울특별시 용산구 한강대로72길 3 "
"215570","크로넥스","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","하나금융투자","3187500","500","1593750000","원(KRW)","손영준","02-557-3982","경기도 화성시 팔탄면 주석로778번길 55 "
"043590","크로바하이텍","KOSDAQ","투자주의환기종목(소속부없음)",,"032601","반도체 제조업","12",,"24765558","500","12382779000","원(KRW)","안호철","(02)453-3232","경기도 안성시 공도읍 신두만곡로 134 - "
"114120","크루셜텍","KOSDAQ","관리종목(소속부없음)",,"032602","전자부품 제조업","12",,"20961315","1000","20961315000","원(KRW)","안건준","041-913-0001","경기도 성남시 분당구 판교로 242 제에이동 7층 703호(삼평동, 판교디지털센터)"
"110790","크리스에프앤씨","KOSDAQ","우량기업부",,"031401","봉제의복 제조업","12",,"11715480","1000","11715480000","원(KRW)","우진석","02-3409-4000","서울특별시 강남구 도곡로 176 "
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","12",,"67783852","0.5","33891926","미국달러(USD)","다이중치우 (DAI ZHONG QIU)","86-510-68171266","Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp"
"083790","크리스탈지노믹스","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"46163214","500","23081607000","원(KRW)","조중명","031-628-2700","경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층"
"045520","크린앤사이언스","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"6500000","500","3650000000","원(KRW)","곽규범","02  -551 -0221","서울 강남구 삼성동 159-1 무역회관 903-1호 "
"036170","클라우드에어","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"46496007","1000","46496007000","원(KRW)","강두성","031 -205 -5300","경기도 수원시 영통구 신원로 170 (신동) "
"214150","클래시스","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"64716864","100","6471686400","원(KRW)","정성재","070-5168-8000","서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워"
"352770","클리노믹스","KOSDAQ","기술성장기업부","기술성장기업","032103","의료용품 및 기타 의약 관련제품 제조업","12",,"13315141","100","1331514100","원(KRW)","김병철, 박종화","070-8286-6966","울산광역시 울주군 언양읍 유니스트길 50, 110동 3층 301-3호(울산과학기술원) "
"237880","클리오","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"17210819","500","8605409500","원(KRW)","한현옥","02-514-0056","서울특별시 성동구 왕십리로 66 - "
"139670","키네마스터","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"13546307","500","6773153500","원(KRW)","임일택","02-2194-5300","서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층 "
"020120","키다리스튜디오","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"19119451","500","9559725500","원(KRW)","김영훈","02-6320-8500","서울특별시 마포구 독막로 311 재화스퀘어 12층"
"311270","키움제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3600000","100","360000000","원(KRW)","김학균","02-3787-5197","서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)"
"039490","키움증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"25879374","5000","129396870000","원(KRW)","이 현","02-3787-5000","서울특별시 영등포구 여의나루로4길 18 여의도동,키움파이낸스스퀘어빌딩"
"012170","키위미디어그룹","KOSPI",,,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"62022534","500","31011267000","원(KRW)","신동철, 강재현","02-769-4799","서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)"
"054780","키이스트","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"17553224","500","8776612000","원(KRW)"," 박성혜","02-3444-2002","서울특별시 강남구 학동로11길 30 - "
"219130","타이거일렉","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"6314290","500","3157145000","원(KRW)","이경섭","032)579-4100","인천광역시 남구 염전로187번길 33 "
"180060","탑선","KONEX","일반기업부",,"032809","기타 전기장비 제조업","12","NH투자증권","8506666","500","4253333000","원(KRW)","윤정택","061-399-1500","전라남도 장성군 동화면 전자농공단지길 32 "
"065130","탑엔지니어링","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"15976257","500","8324128500","원(KRW)","김원남,류도현(공동)","031-8039-1000","경상북도 구미시  고아읍 농공단지길 53-17 "
"014580","태경비케이","KOSPI",,,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"27583100","500","13791550000","원(KRW)","김민정","02-3661-8018","서울특별시 강서구  공항대로 467 (등촌동) "
"015890","태경산업","KOSPI",,,"032001","기초 화학물질 제조업","12",,"29228750","500","14614375000","원(KRW)","김해련","031-206-0071","서울특별시 강서구 공항대로 467 4층(등촌동)"
"006890","태경케미컬","KOSPI",,,"032001","기초 화학물질 제조업","12",,"11600000","500","5800000000","원(KRW)","박기환","02-3661-8011","서울특별시 강서구  공항대로 467 (등촌동) "
"023160","태광","KOSDAQ","중견기업부",,"032401","1차 철강 제조업","12",,"26500000","500","13250000000","원(KRW)","윤 성 덕","051-970-6617","부산광역시 강서구  녹산산업대로 117-12 "
"003240","태광산업","KOSPI",,,"032005","화학섬유 제조업","12",,"1113400","5000","5567000000","원(KRW)","홍현민, 박재용 (각자 대표이사)","02-3406-0300","서울특별시 중구  동호로 310 (장충동2가)"
"011280","태림포장","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"70805940","500","35402970000","원(KRW)","이복진","031-499-3333","경기도 시흥시 공단1대로379번안길 74 "
"053620","태양","KOSDAQ","우량기업부",,"032509","기타 금속 가공제품 제조업","12",,"8600000","500","4300000000","원(KRW)","현창수","(041)621-9820","충청남도 천안시 서북구  업성1길 27 태양산업(주) "
"004100","태양금속","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"36700000","500","20000000000","원(KRW)","한우삼. 한하워드성(각자 대표이사)","031-490-5500","경기도 안산시 단원구  해봉로 212 (성곡동)"
"116100","태양기계","KONEX","일반기업부",,"033003","자동차 신품 부품 제조업","12","신한투자","6239986","500","3119993000","원(KRW)","박창엽","031-354-9150","경기도 화성시 팔탄면 푸른들판로 843-24 "
"009410","태영건설","KOSPI",,,"064102","토목 건설업","12",,"38899098","500","20100620000","원(KRW)","이재규","031-910-6999","경기도 고양시 일산동구 정발산로 24 "
"044490","태웅","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"20007381","500","10003690500","원(KRW)","최승식","051-329-5000","부산광역시 강서구  녹산산단27로 67 "
"124560","태웅로직스","KOSDAQ","중견기업부",,"085209","기타 운송관련 서비스업","12",,"19536792","100","1953679200","원(KRW)","한재동","02-2029-4300","서울특별시 강남구 테헤란로37길 13-6, 9층 (역삼동, 유니빌딩) "
"001420","태원물산","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"7600000","500","3800000000","원(KRW)","남기영","02-555-4301","서울특별시 강남구 테헤란로86길 14 (대치동)"
"007980","태평양물산","KOSPI",,,"031401","봉제의복 제조업","12",,"48149587","500","24955871000","원(KRW)","임석원","02-850-9000","서울특별시 구로구 디지털로31길 12 태평양물산 "
"191420","테고사이언스","KOSDAQ","벤처기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8108834","500","4054417000","원(KRW)","전세화","02-818-2900","서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스) "
"073640","테라사이언스","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"68891711","100","6889171100","원(KRW)","이종석","055-213-7000","경남 창원시 성주동 30-5번지 "
"182690","테라셈","KOSDAQ","관리종목(소속부없음)",,"032601","반도체 제조업","12",,"21163148","500","10581574000","원(KRW)","이학우","043-240-8160","충청북도 청주시 청원구 오창읍 과학산업5로 9 "
"066700","테라젠이텍스","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"32444435","500","16222217500","원(KRW)","고진업, 류병환 (각자대표이사)","(031)497-4100","경기도 안산시 단원구 산단로 68번길 58(초지동) "
"095610","테스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"19768226","500","9884113000","원(KRW)","주숭일, 이재호 (각자 대표이사)","031-323-2552","경기도 용인시 처인구 양지면 중부대로 2374-36 "
"131970","테스나","KOSDAQ","우량기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"14759577","500","7379788500","원(KRW)","이종도","031-646-8500","경기도 평택시 산단로 16번길 72 "
"055490","테이팩스","KOSPI",,,"032202","플라스틱제품 제조업","12",,"4717650","500","3771825000","원(KRW)","심병섭","031-8047-4100","경기도 화성시 양감면 초록로532번길 62-16 "
"308700","테크엔","KONEX","일반기업부",,"032804","전구 및 조명장치 제조업","12","IBK증권","4000000","100","400000000","원(KRW)","이영섭","053-593-5678","대구광역시 달성군 구지면 국가산단대로50길 99 "
"089030","테크윙","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"19388368","500","9757901000","원(KRW)","나윤성","031-378-5640","경기도 화성시 동탄면 동탄산단6길 37 "
"258050","테크트랜스","KONEX","일반기업부",,"032509","기타 금속 가공제품 제조업","12","상상인","7195543","100","719554300","원(KRW)","유재용","053-815-8830","경상북도 경산시 진량읍 금박로 656-6 "
"054450","텔레칩스","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"13505911","500","6752955500","원(KRW)","이장규","(02)3443-6792","서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층"
"091440","텔레필드","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"9175875","500","4587937500","원(KRW)","박노택","031-730-5900","경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)"
"078000","텔코웨어","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"9702706","500","5026353000","원(KRW)","금한태","02 -2105-9800","서울특별시 서초구  법원로3길 20-7 "
"200230","텔콘RF제약","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"87509012","100","8750901200","원(KRW)","김지훈","031-371-8502","경기도 용인시 기흥구 공세로 54 -"
"214420","토니모리","KOSPI",,,"032004","기타 화학제품 제조업","12",,"17640000","200","3528000000","원(KRW)","배해동","02-591-3191","서울특별시 서초구 남부순환로 2557 토니모리 빌딩 "
"215480","토박스코리아","KOSDAQ","중견기업부",,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"45761436","100","4576143600","원(KRW)","이선근","02-6101-3639","서울특별시 구로구 디지털로26길 111 7층 702호"
"051360","토비스","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"16717058","500","8358529000","원(KRW)","김 용 범, 하 희 조 ","032-712-5112","인천 연수구 송도동 7-10 "
"045340","토탈소프트","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8558040","500","4279020000","원(KRW)","최장수","070-4733-1000","부산광역시 해운대구 반송로513번길 66-39(석대동) "
"108230","톱텍","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"38023245","500","19147956000","원(KRW)","이재환","054-472-1100","경상북도 구미시 산동면 첨단기업5로 140-22 - "
"079970","투비소프트","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"37113526","500","18556763000","원(KRW)","조강희, 이경찬, 장선수 각자대표","02-2140-7700","서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)"
"199800","툴젠","KONEX","일반기업부",,"137001","자연과학 및 공학 연구개발업","12","한국증권","6780375","500","3390187500","원(KRW)","김영호, 이병화(각자 대표이사)","02-873-8168","서울특별시 금천구 가산디지털1로 219(가산동) 벽산디지털밸리 6차 1204,1205,1206 "
"105550","트루윈","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"14216774","500","7108387000","원(KRW)","남용현","042-612-5000","대전광역시 유성구 엑스포로 385 (주)트루윈"
"026150","특수건설","KOSDAQ","중견기업부",,"064102","토목 건설업","12",,"15625726","500","7812863000","원(KRW)","김중헌, 김도헌 (각자 대표이사)","02-590-6400","서울특별시 서초구 서운로 7 - "
"322180","티라유텍","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"5433750","100","543375000","원(KRW)","김정하, 조원철","02-3461-6531","서울특별시 강남구 학동로5길 7 "
"117730","티로보틱스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"13185871","500","6592935500","원(KRW)","안승욱","031-716-4507","경기도 오산시 가장산업서북로 103-37 (지곶동)"
"033830","티비씨","KOSDAQ","중견기업부",,"106002","텔레비전 방송업","12",,"100000000","500","50000000000","원(KRW)","최진민","537601900","대구광역시 수성구 동대구로 23 "
"057680","티사이언티픽","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"46956217","500","23478108500","원(KRW)","김상우","02-2181-8000","서울특별시 동작구 여의대방로62길 1 3층"
"064760","티씨케이","KOSDAQ","우량기업부",,"032309","기타 비금속 광물제품 제조업","12",,"11675000","500","5837500000","원(KRW)","쯔지 마사후미, 타카하시 히로시 (각자대표)","(031)677-0277","경기도 안성시 미양면 개정산업단지로 71- "
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"8444915","500","4222457500","원(KRW)","윤원수","031-431-3344","경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;"
"340570","티앤엘","KOSDAQ","중견기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"4064000","500","2432000000","원(KRW)","최윤소","031-323-3113","경기도 용인시 처인구 남사면 원암로 63 &nbsp"
"277880","티에스아이","KOSDAQ","기술성장기업부","이익미실현기업","032902","특수 목적용 기계 제조업","12",,"9267115","500","4633557500","원(KRW)","표인식","031-667-2623","경기도 화성시 향남읍 발안로 702-66 "
"131290","티에스이","KOSDAQ","우량기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"11061429","500","5530714500","원(KRW)","김철호, 오창수","041-581-9955","충청남도 천안시 서북구 직산읍 군수1길 189 -"
"019180","티에이치엔","KOSPI",,,"032809","기타 전기장비 제조업","12",,"18000000","500","9000000000","원(KRW)","이광연, 채승훈","053-583-3001","대구광역시 달서구 성서로71길 43 "
"356860","티엘비","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"4916315","500","2458157500","원(KRW)","백성현","031-8040-2055","경기도 안산시 단원구 신원로 305 "
"062860","티엘아이","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"9872720","500","4936360000","원(KRW)","김달수","031-784-6800","경기도 성남시 중원구 양현로 405번길 12
티엘아이빌딩 7층, 8층, 9층 10층 "
"363280","티와이홀딩스","KOSPI",,,"116409","기타 금융업","12",,"40171615","500","20713476500","원(KRW)","유종연","02-2090-6611","서울특별시 영등포구 여의공원로 111, 10층(여의도동) "
